Ticker;Date;Stock close;Stock net;Percentage change;Stock open;Low;High
SP500;17-mrt-2021;3.974,1163;+11,4088;+0,2879%;3.974,1163;3.974,1163;3.974,1163
SP500;16-mrt-2021;3.962,7075;-6,2297;-0,1570%;3.962,7075;3.962,7075;3.962,7075
SP500;15-mrt-2021;3.968,9372;+25,5944;+0,6491%;3.968,9372;3.968,9372;3.968,9372
SP500;12-mrt-2021;3.943,3428;+4,0044;+0,1017%;3.943,3428;3.943,3428;3.943,3428
SP500;11-mrt-2021;3.939,3384;+40,5333;+1,0396%;3.939,3384;3.939,3384;3.939,3384
SP500;10-mrt-2021;3.898,8051;+23,3626;+0,6028%;3.898,8051;3.898,8051;3.898,8051
SP500;09-mrt-2021;3.875,4425;+54,0958;+1,4156%;3.875,4425;3.875,4425;3.875,4425
SP500;08-mrt-2021;3.821,3467;-20,5947;-0,5360%;3.821,3467;3.821,3467;3.821,3467
SP500;05-mrt-2021;3.841,9414;+73,4677;+1,9495%;3.841,9414;3.841,9414;3.841,9414
SP500;04-mrt-2021;3.768,4737;-51,2428;-1,3415%;3.768,4737;3.768,4737;3.768,4737
SP500;03-mrt-2021;3.819,7165;-50,5773;-1,3068%;3.819,7165;3.819,7165;3.819,7165
SP500;02-mrt-2021;3.870,2938;-31,5218;-0,8079%;3.870,2938;3.870,2938;3.870,2938
SP500;01-mrt-2021;3.901,8156;+90,6659;+2,3790%;3.901,8156;3.901,8156;3.901,8156
SP500;26-feb-2021;3.811,1497;-18,1864;-0,4749%;3.811,1497;3.811,1497;3.811,1497
SP500;25-feb-2021;3.829,3361;-96,0915;-2,4479%;3.829,3361;3.829,3361;3.829,3361
SP500;24-feb-2021;3.925,4276;+44,0587;+1,1351%;3.925,4276;3.925,4276;3.925,4276
SP500;23-feb-2021;3.881,3689;+4,8690;+0,1256%;3.881,3689;3.881,3689;3.881,3689
SP500;22-feb-2021;3.876,4999;-30,2079;-0,7732%;3.876,4999;3.876,4999;3.876,4999
SP500;19-feb-2021;3.906,7078;-7,2635;-0,1856%;3.906,7078;3.906,7078;3.906,7078
SP500;18-feb-2021;3.913,9713;-17,3592;-0,4416%;3.913,9713;3.913,9713;3.913,9713
SP500;17-feb-2021;3.931,3305;-1,2588;-0,0320%;3.931,3305;3.931,3305;3.931,3305
SP500;16-feb-2021;3.932,5893;-2,2444;-0,0570%;3.932,5893;3.932,5893;3.932,5893
SP500;12-feb-2021;3.934,8337;+18,4587;+0,4713%;3.934,8337;3.934,8337;3.934,8337
SP500;11-feb-2021;3.916,3750;+6,4953;+0,1661%;3.916,3750;3.916,3750;3.916,3750
SP500;10-feb-2021;3.909,8797;-1,3480;-0,0345%;3.909,8797;3.909,8797;3.909,8797
SP500;09-feb-2021;3.911,2277;-4,3609;-0,1114%;3.911,2277;3.911,2277;3.911,2277
SP500;08-feb-2021;3.915,5886;+28,7569;+0,7399%;3.915,5886;3.915,5886;3.915,5886
SP500;05-feb-2021;3.886,8317;+15,0911;+0,3898%;3.886,8317;3.886,8317;3.886,8317
SP500;04-feb-2021;3.871,7406;+41,5681;+1,0853%;3.871,7406;3.871,7406;3.871,7406
SP500;03-feb-2021;3.830,1725;+3,8596;+0,1009%;3.830,1725;3.830,1725;3.830,1725
SP500;02-feb-2021;3.826,3129;+52,4558;+1,3900%;3.826,3129;3.826,3129;3.826,3129
SP500;01-feb-2021;3.773,8571;+59,6144;+1,6050%;3.773,8571;3.773,8571;3.773,8571
SP500;29-jan-2021;3.714,2427;-73,1342;-1,9310%;3.714,2427;3.714,2427;3.714,2427
SP500;28-jan-2021;3.787,3769;+36,6037;+0,9759%;3.787,3769;3.787,3769;3.787,3769
SP500;27-jan-2021;3.750,7732;-98,8481;-2,5677%;3.750,7732;3.750,7732;3.750,7732
SP500;26-jan-2021;3.849,6213;-5,7344;-0,1487%;3.849,6213;3.849,6213;3.849,6213
SP500;25-jan-2021;3.855,3557;+13,8901;+0,3616%;3.855,3557;3.855,3557;3.855,3557
SP500;22-jan-2021;3.841,4656;-11,6077;-0,3013%;3.841,4656;3.841,4656;3.841,4656
SP500;21-jan-2021;3.853,0733;+1,2274;+0,0319%;3.853,0733;3.853,0733;3.853,0733
SP500;20-jan-2021;3.851,8459;+52,9384;+1,3935%;3.851,8459;3.851,8459;3.851,8459
SP500;19-jan-2021;3.798,9075;+30,6612;+0,8137%;3.798,9075;3.798,9075;3.798,9075
SP500;15-jan-2021;3.768,2463;-27,2951;-0,7191%;3.768,2463;3.768,2463;3.768,2463
SP500;14-jan-2021;3.795,5414;-14,3019;-0,3754%;3.795,5414;3.795,5414;3.795,5414
SP500;13-jan-2021;3.809,8433;+8,6522;+0,2276%;3.809,8433;3.809,8433;3.809,8433
SP500;12-jan-2021;3.801,1911;+1,5859;+0,0417%;3.801,1911;3.801,1911;3.801,1911
SP500;11-jan-2021;3.799,6052;-25,0757;-0,6556%;3.799,6052;3.799,6052;3.799,6052
SP500;08-jan-2021;3.824,6809;+20,8905;+0,5492%;3.824,6809;3.824,6809;3.824,6809
SP500;07-jan-2021;3.803,7904;+55,6526;+1,4848%;3.803,7904;3.803,7904;3.803,7904
SP500;06-jan-2021;3.748,1378;+21,2820;+0,5710%;3.748,1378;3.748,1378;3.748,1378
SP500;05-jan-2021;3.726,8558;+26,2090;+0,7082%;3.726,8558;3.726,8558;3.726,8558
SP500;04-jan-2021;3.700,6468;-55,4247;-1,4756%;3.700,6468;3.700,6468;3.700,6468
SP500;31-dec-2020;3.756,0715;+24,0295;+0,6439%;3.756,0715;3.756,0715;3.756,0715
SP500;30-dec-2020;3.732,0420;+5,0019;+0,1342%;3.732,0420;3.732,0420;3.732,0420
SP500;29-dec-2020;3.727,0401;-8,3156;-0,2226%;3.727,0401;3.727,0401;3.727,0401
SP500;28-dec-2020;3.735,3557;+32,2979;+0,8722%;3.735,3557;3.735,3557;3.735,3557
SP500;24-dec-2020;3.703,0578;+13,0440;+0,3535%;3.703,0578;3.703,0578;3.703,0578
SP500;23-dec-2020;3.690,0138;+2,7533;+0,0747%;3.690,0138;3.690,0138;3.690,0138
SP500;22-dec-2020;3.687,2605;-7,6592;-0,2073%;3.687,2605;3.687,2605;3.687,2605
SP500;21-dec-2020;3.694,9197;-14,4887;-0,3906%;3.694,9197;3.694,9197;3.694,9197
SP500;18-dec-2020;3.709,4084;-13,0738;-0,3512%;3.709,4084;3.709,4084;3.709,4084
SP500;17-dec-2020;3.722,4822;+21,3084;+0,5757%;3.722,4822;3.722,4822;3.722,4822
SP500;16-dec-2020;3.701,1738;+6,5517;+0,1773%;3.701,1738;3.701,1738;3.701,1738
SP500;15-dec-2020;3.694,6221;+47,1289;+1,2921%;3.694,6221;3.694,6221;3.694,6221
SP500;14-dec-2020;3.647,4932;-15,9647;-0,4358%;3.647,4932;3.647,4932;3.647,4932
SP500;11-dec-2020;3.663,4579;-4,6458;-0,1267%;3.663,4579;3.663,4579;3.663,4579
SP500;10-dec-2020;3.668,1037;-4,7160;-0,1284%;3.668,1037;3.668,1037;3.668,1037
SP500;09-dec-2020;3.672,8197;-29,4283;-0,7949%;3.672,8197;3.672,8197;3.672,8197
SP500;08-dec-2020;3.702,2480;+10,2845;+0,2786%;3.702,2480;3.702,2480;3.702,2480
SP500;07-dec-2020;3.691,9635;-7,1579;-0,1935%;3.691,9635;3.691,9635;3.691,9635
SP500;04-dec-2020;3.699,1214;+32,4053;+0,8838%;3.699,1214;3.699,1214;3.699,1214
SP500;03-dec-2020;3.666,7161;-2,2895;-0,0624%;3.666,7161;3.666,7161;3.666,7161
SP500;02-dec-2020;3.669,0056;+6,5523;+0,1789%;3.669,0056;3.669,0056;3.669,0056
SP500;01-dec-2020;3.662,4533;+40,8199;+1,1271%;3.662,4533;3.662,4533;3.662,4533
SP500;30-nov-2020;3.621,6334;-16,7202;-0,4596%;3.621,6334;3.621,6334;3.621,6334
SP500;27-nov-2020;3.638,3536;+8,7076;+0,2399%;3.638,3536;3.638,3536;3.638,3536
SP500;25-nov-2020;3.629,6460;-5,7603;-0,1584%;3.629,6460;3.629,6460;3.629,6460
SP500;24-nov-2020;3.635,4063;+57,8159;+1,6161%;3.635,4063;3.635,4063;3.635,4063
SP500;23-nov-2020;3.577,5904;+20,0466;+0,5635%;3.577,5904;3.577,5904;3.577,5904
SP500;20-nov-2020;3.557,5438;-24,3231;-0,6791%;3.557,5438;3.557,5438;3.557,5438
SP500;19-nov-2020;3.581,8669;+14,0778;+0,3946%;3.581,8669;3.581,8669;3.581,8669
SP500;18-nov-2020;3.567,7891;-41,7426;-1,1565%;3.567,7891;3.567,7891;3.567,7891
SP500;17-nov-2020;3.609,5317;-17,3759;-0,4791%;3.609,5317;3.609,5317;3.609,5317
SP500;16-nov-2020;3.626,9076;+41,7541;+1,1646%;3.626,9076;3.626,9076;3.626,9076
SP500;13-nov-2020;3.585,1535;+48,1440;+1,3611%;3.585,1535;3.585,1535;3.585,1535
SP500;12-nov-2020;3.537,0095;-35,6509;-0,9979%;3.537,0095;3.537,0095;3.537,0095
SP500;11-nov-2020;3.572,6604;+27,1273;+0,7651%;3.572,6604;3.572,6604;3.572,6604
SP500;10-nov-2020;3.545,5331;-4,9663;-0,1399%;3.545,5331;3.545,5331;3.545,5331
SP500;09-nov-2020;3.550,4994;+41,0629;+1,1701%;3.550,4994;3.550,4994;3.550,4994
SP500;06-nov-2020;3.509,4365;-1,0111;-0,0288%;3.509,4365;3.509,4365;3.509,4365
SP500;05-nov-2020;3.510,4476;+67,0105;+1,9460%;3.510,4476;3.510,4476;3.510,4476
SP500;04-nov-2020;3.443,4371;+74,2805;+2,2047%;3.443,4371;3.443,4371;3.443,4371
SP500;03-nov-2020;3.369,1566;+58,9152;+1,7798%;3.369,1566;3.369,1566;3.369,1566
SP500;02-nov-2020;3.310,2414;+40,2823;+1,2319%;3.310,2414;3.310,2414;3.310,2414
SP500;30-okt-2020;3.269,9591;-40,1537;-1,2131%;3.269,9591;3.269,9591;3.269,9591
SP500;29-okt-2020;3.310,1128;+39,0854;+1,1949%;3.310,1128;3.310,1128;3.310,1128
SP500;28-okt-2020;3.271,0274;-119,6570;-3,5290%;3.271,0274;3.271,0274;3.271,0274
SP500;27-okt-2020;3.390,6844;-10,2838;-0,3024%;3.390,6844;3.390,6844;3.390,6844
SP500;26-okt-2020;3.400,9682;-64,4190;-1,8589%;3.400,9682;3.400,9682;3.400,9682
SP500;23-okt-2020;3.465,3872;+11,8970;+0,3445%;3.465,3872;3.465,3872;3.465,3872
SP500;22-okt-2020;3.453,4902;+17,9347;+0,5220%;3.453,4902;3.453,4902;3.453,4902
SP500;21-okt-2020;3.435,5555;-7,5613;-0,2196%;3.435,5555;3.435,5555;3.435,5555
SP500;20-okt-2020;3.443,1168;+16,1927;+0,4725%;3.443,1168;3.443,1168;3.443,1168
SP500;19-okt-2020;3.426,9241;-56,8837;-1,6328%;3.426,9241;3.426,9241;3.426,9241
SP500;16-okt-2020;3.483,8078;+0,4664;+0,0134%;3.483,8078;3.483,8078;3.483,8078
SP500;15-okt-2020;3.483,3414;-5,3246;-0,1526%;3.483,3414;3.483,3414;3.483,3414
SP500;14-okt-2020;3.488,6660;-23,2639;-0,6624%;3.488,6660;3.488,6660;3.488,6660
SP500;13-okt-2020;3.511,9299;-22,2861;-0,6306%;3.511,9299;3.511,9299;3.511,9299
SP500;12-okt-2020;3.534,2160;+57,0817;+1,6416%;3.534,2160;3.534,2160;3.534,2160
SP500;09-okt-2020;3.477,1343;+30,3059;+0,8792%;3.477,1343;3.477,1343;3.477,1343
SP500;08-okt-2020;3.446,8284;+27,3791;+0,8007%;3.446,8284;3.446,8284;3.446,8284
SP500;07-okt-2020;3.419,4493;+58,4972;+1,7405%;3.419,4493;3.419,4493;3.419,4493
SP500;06-okt-2020;3.360,9521;-47,6747;-1,3986%;3.360,9521;3.360,9521;3.360,9521
SP500;05-okt-2020;3.408,6268;+60,1831;+1,7973%;3.408,6268;3.408,6268;3.408,6268
SP500;02-okt-2020;3.348,4437;-32,3549;-0,9570%;3.348,4437;3.348,4437;3.348,4437
SP500;01-okt-2020;3.380,7986;+17,7996;+0,5293%;3.380,7986;3.380,7986;3.380,7986
SP500;30-sep-2020;3.362,9990;+27,5241;+0,8252%;3.362,9990;3.362,9990;3.362,9990
SP500;29-sep-2020;3.335,4749;-16,1247;-0,4811%;3.335,4749;3.335,4749;3.335,4749
SP500;28-sep-2020;3.351,5996;+53,1427;+1,6111%;3.351,5996;3.351,5996;3.351,5996
SP500;25-sep-2020;3.298,4569;+51,8693;+1,5977%;3.298,4569;3.298,4569;3.298,4569
SP500;24-sep-2020;3.246,5876;+9,6672;+0,2987%;3.246,5876;3.246,5876;3.246,5876
SP500;23-sep-2020;3.236,9204;-78,6459;-2,3720%;3.236,9204;3.236,9204;3.236,9204
SP500;22-sep-2020;3.315,5663;+34,5073;+1,0517%;3.315,5663;3.315,5663;3.315,5663
SP500;21-sep-2020;3.281,0590;-38,4068;-1,1570%;3.281,0590;3.281,0590;3.281,0590
SP500;18-sep-2020;3.319,4658;-37,5442;-1,1184%;3.319,4658;3.319,4658;3.319,4658
SP500;17-sep-2020;3.357,0100;-28,4810;-0,8413%;3.357,0100;3.357,0100;3.357,0100
SP500;16-sep-2020;3.385,4910;-15,7100;-0,4619%;3.385,4910;3.385,4910;3.385,4910
SP500;15-sep-2020;3.401,2010;+17,6594;+0,5219%;3.401,2010;3.401,2010;3.401,2010
SP500;14-sep-2020;3.383,5416;+42,5754;+1,2743%;3.383,5416;3.383,5416;3.383,5416
SP500;11-sep-2020;3.340,9662;+1,7811;+0,0533%;3.340,9662;3.340,9662;3.340,9662
SP500;10-sep-2020;3.339,1851;-59,7742;-1,7586%;3.339,1851;3.339,1851;3.339,1851
SP500;09-sep-2020;3.398,9593;+67,1165;+2,0144%;3.398,9593;3.398,9593;3.398,9593
SP500;08-sep-2020;3.331,8428;-95,1211;-2,7757%;3.331,8428;3.331,8428;3.331,8428
SP500;04-sep-2020;3.426,9639;-28,1010;-0,8133%;3.426,9639;3.426,9639;3.426,9639
SP500;03-sep-2020;3.455,0649;-125,7794;-3,5126%;3.455,0649;3.455,0649;3.455,0649
SP500;02-sep-2020;3.580,8443;+54,1930;+1,5367%;3.580,8443;3.580,8443;3.580,8443
SP500;01-sep-2020;3.526,6513;+26,3428;+0,7526%;3.526,6513;3.526,6513;3.526,6513
SP500;31-aug-2020;3.500,3085;-7,7062;-0,2197%;3.500,3085;3.500,3085;3.500,3085
SP500;28-aug-2020;3.508,0147;+23,4644;+0,6734%;3.508,0147;3.508,0147;3.508,0147
SP500;27-aug-2020;3.484,5503;+5,8180;+0,1672%;3.484,5503;3.484,5503;3.484,5503
SP500;26-aug-2020;3.478,7323;+35,1102;+1,0196%;3.478,7323;3.478,7323;3.478,7323
SP500;25-aug-2020;3.443,6221;+12,3400;+0,3596%;3.443,6221;3.443,6221;3.443,6221
SP500;24-aug-2020;3.431,2821;+34,1244;+1,0045%;3.431,2821;3.431,2821;3.431,2821
SP500;21-aug-2020;3.397,1577;+11,6442;+0,3439%;3.397,1577;3.397,1577;3.397,1577
SP500;20-aug-2020;3.385,5135;+10,6632;+0,3160%;3.385,5135;3.385,5135;3.385,5135
SP500;19-aug-2020;3.374,8503;-14,9247;-0,4403%;3.374,8503;3.374,8503;3.374,8503
SP500;18-aug-2020;3.389,7750;+7,7800;+0,2300%;3.389,7750;3.389,7750;3.389,7750
SP500;17-aug-2020;3.381,9950;+9,1482;+0,2712%;3.381,9950;3.381,9950;3.381,9950
SP500;14-aug-2020;3.372,8468;-0,5789;-0,0172%;3.372,8468;3.372,8468;3.372,8468
SP500;13-aug-2020;3.373,4257;-6,9241;-0,2048%;3.373,4257;3.373,4257;3.373,4257
SP500;12-aug-2020;3.380,3498;+46,6607;+1,3997%;3.380,3498;3.380,3498;3.380,3498
SP500;11-aug-2020;3.333,6891;-26,7836;-0,7970%;3.333,6891;3.333,6891;3.333,6891
SP500;10-aug-2020;3.360,4727;+9,1895;+0,2742%;3.360,4727;3.360,4727;3.360,4727
SP500;07-aug-2020;3.351,2832;+2,1272;+0,0635%;3.351,2832;3.351,2832;3.351,2832
SP500;06-aug-2020;3.349,1560;+21,3849;+0,6426%;3.349,1560;3.349,1560;3.349,1560
SP500;05-aug-2020;3.327,7711;+21,2635;+0,6431%;3.327,7711;3.327,7711;3.327,7711
SP500;04-aug-2020;3.306,5076;+11,8942;+0,3610%;3.306,5076;3.306,5076;3.306,5076
SP500;03-aug-2020;3.294,6134;+23,4885;+0,7181%;3.294,6134;3.294,6134;3.294,6134
SP500;31-jul-2020;3.271,1249;+24,9003;+0,7671%;3.271,1249;3.271,1249;3.271,1249
SP500;30-jul-2020;3.246,2246;-12,2144;-0,3749%;3.246,2246;3.246,2246;3.246,2246
SP500;29-jul-2020;3.258,4390;+40,0038;+1,2430%;3.258,4390;3.258,4390;3.258,4390
SP500;28-jul-2020;3.218,4352;-20,9711;-0,6474%;3.218,4352;3.218,4352;3.218,4352
SP500;27-jul-2020;3.239,4063;+23,7765;+0,7394%;3.239,4063;3.239,4063;3.239,4063
SP500;24-jul-2020;3.215,6298;-20,0334;-0,6191%;3.215,6298;3.215,6298;3.215,6298
SP500;23-jul-2020;3.235,6632;-40,3528;-1,2318%;3.235,6632;3.235,6632;3.235,6632
SP500;22-jul-2020;3.276,0160;+18,7180;+0,5746%;3.276,0160;3.276,0160;3.276,0160
SP500;21-jul-2020;3.257,2980;+5,4559;+0,1678%;3.257,2980;3.257,2980;3.257,2980
SP500;20-jul-2020;3.251,8421;+27,1114;+0,8407%;3.251,8421;3.251,8421;3.251,8421
SP500;17-jul-2020;3.224,7307;+9,1567;+0,2848%;3.224,7307;3.224,7307;3.224,7307
SP500;16-jul-2020;3.215,5740;-10,9853;-0,3405%;3.215,5740;3.215,5740;3.215,5740
SP500;15-jul-2020;3.226,5593;+29,0369;+0,9081%;3.226,5593;3.226,5593;3.226,5593
SP500;14-jul-2020;3.197,5224;+42,2988;+1,3406%;3.197,5224;3.197,5224;3.197,5224
SP500;13-jul-2020;3.155,2236;-29,8187;-0,9362%;3.155,2236;3.155,2236;3.155,2236
SP500;10-jul-2020;3.185,0423;+32,9937;+1,0467%;3.185,0423;3.185,0423;3.185,0423
SP500;09-jul-2020;3.152,0486;-17,8946;-0,5645%;3.152,0486;3.152,0486;3.152,0486
SP500;08-jul-2020;3.169,9432;+24,6252;+0,7829%;3.169,9432;3.169,9432;3.169,9432
SP500;07-jul-2020;3.145,3180;-34,4008;-1,0819%;3.145,3180;3.145,3180;3.145,3180
SP500;06-jul-2020;3.179,7188;+49,7061;+1,5880%;3.179,7188;3.179,7188;3.179,7188
SP500;02-jul-2020;3.130,0127;+14,1543;+0,4543%;3.130,0127;3.130,0127;3.130,0127
SP500;01-jul-2020;3.115,8584;+15,5733;+0,5023%;3.115,8584;3.115,8584;3.115,8584
SP500;30-jun-2020;3.100,2851;+47,0462;+1,5409%;3.100,2851;3.100,2851;3.100,2851
SP500;29-jun-2020;3.053,2389;+44,1865;+1,4685%;3.053,2389;3.053,2389;3.053,2389
SP500;26-jun-2020;3.009,0524;-74,7053;-2,4225%;3.009,0524;3.009,0524;3.009,0524
SP500;25-jun-2020;3.083,7577;+33,4230;+1,0957%;3.083,7577;3.083,7577;3.083,7577
SP500;24-jun-2020;3.050,3347;-80,9509;-2,5852%;3.050,3347;3.050,3347;3.050,3347
SP500;23-jun-2020;3.131,2856;+13,4248;+0,4306%;3.131,2856;3.131,2856;3.131,2856
SP500;22-jun-2020;3.117,8608;+20,1183;+0,6495%;3.117,8608;3.117,8608;3.117,8608
SP500;19-jun-2020;3.097,7425;-17,6023;-0,5650%;3.097,7425;3.097,7425;3.097,7425
SP500;18-jun-2020;3.115,3448;+1,8557;+0,0596%;3.115,3448;3.115,3448;3.115,3448
SP500;17-jun-2020;3.113,4891;-11,2508;-0,3601%;3.113,4891;3.113,4891;3.113,4891
SP500;16-jun-2020;3.124,7399;+58,1511;+1,8963%;3.124,7399;3.124,7399;3.124,7399
SP500;15-jun-2020;3.066,5888;+25,2765;+0,8311%;3.066,5888;3.066,5888;3.066,5888
SP500;12-jun-2020;3.041,3123;+39,2169;+1,3063%;3.041,3123;3.041,3123;3.041,3123
SP500;11-jun-2020;3.002,0954;-188,0406;-5,8944%;3.002,0954;3.002,0954;3.002,0954
SP500;10-jun-2020;3.190,1360;-17,0421;-0,5314%;3.190,1360;3.190,1360;3.190,1360
SP500;09-jun-2020;3.207,1781;-25,2076;-0,7798%;3.207,1781;3.207,1781;3.207,1781
SP500;08-jun-2020;3.232,3857;+38,4579;+1,2041%;3.232,3857;3.232,3857;3.232,3857
SP500;05-jun-2020;3.193,9278;+81,5814;+2,6212%;3.193,9278;3.193,9278;3.193,9278
SP500;04-jun-2020;3.112,3464;-10,5238;-0,3370%;3.112,3464;3.112,3464;3.112,3464
SP500;03-jun-2020;3.122,8702;+42,0480;+1,3648%;3.122,8702;3.122,8702;3.122,8702
SP500;02-jun-2020;3.080,8222;+25,0893;+0,8211%;3.080,8222;3.080,8222;3.080,8222
SP500;01-jun-2020;3.055,7329;+11,4277;+0,3754%;3.055,7329;3.055,7329;3.055,7329
SP500;29-mei-2020;3.044,3052;+14,5721;+0,4810%;3.044,3052;3.044,3052;3.044,3052
SP500;28-mei-2020;3.029,7331;-6,4001;-0,2108%;3.029,7331;3.029,7331;3.029,7331
SP500;27-mei-2020;3.036,1332;+44,3681;+1,4830%;3.036,1332;3.036,1332;3.036,1332
SP500;26-mei-2020;2.991,7651;+36,3124;+1,2287%;2.991,7651;2.991,7651;2.991,7651
SP500;22-mei-2020;2.955,4527;+6,9471;+0,2356%;2.955,4527;2.955,4527;2.955,4527
SP500;21-mei-2020;2.948,5056;-23,1066;-0,7776%;2.948,5056;2.948,5056;2.948,5056
SP500;20-mei-2020;2.971,6122;+48,6725;+1,6652%;2.971,6122;2.971,6122;2.971,6122
SP500;19-mei-2020;2.922,9397;-30,9686;-1,0484%;2.922,9397;2.922,9397;2.922,9397
SP500;18-mei-2020;2.953,9083;+90,2108;+3,1502%;2.953,9083;2.953,9083;2.953,9083
SP500;15-mei-2020;2.863,6975;+11,1933;+0,3924%;2.863,6975;2.863,6975;2.863,6975
SP500;14-mei-2020;2.852,5042;+32,5084;+1,1528%;2.852,5042;2.852,5042;2.852,5042
SP500;13-mei-2020;2.819,9958;-50,1216;-1,7463%;2.819,9958;2.819,9958;2.819,9958
SP500;12-mei-2020;2.870,1174;-60,2054;-2,0546%;2.870,1174;2.870,1174;2.870,1174
SP500;11-mei-2020;2.930,3228;+0,5181;+0,0177%;2.930,3228;2.930,3228;2.930,3228
SP500;08-mei-2020;2.929,8047;+48,6133;+1,6873%;2.929,8047;2.929,8047;2.929,8047
SP500;07-mei-2020;2.881,1914;+32,7707;+1,1505%;2.881,1914;2.881,1914;2.881,1914
SP500;06-mei-2020;2.848,4207;-20,0147;-0,6978%;2.848,4207;2.848,4207;2.848,4207
SP500;05-mei-2020;2.868,4354;+25,6963;+0,9039%;2.868,4354;2.868,4354;2.868,4354
SP500;04-mei-2020;2.842,7391;+12,0341;+0,4251%;2.842,7391;2.842,7391;2.842,7391
SP500;01-mei-2020;2.830,7050;-81,7255;-2,8061%;2.830,7050;2.830,7050;2.830,7050
SP500;30-apr-2020;2.912,4305;-27,0749;-0,9211%;2.912,4305;2.912,4305;2.912,4305
SP500;29-apr-2020;2.939,5054;+76,1136;+2,6582%;2.939,5054;2.939,5054;2.939,5054
SP500;28-apr-2020;2.863,3918;-15,0881;-0,5242%;2.863,3918;2.863,3918;2.863,3918
SP500;27-apr-2020;2.878,4799;+41,7402;+1,4714%;2.878,4799;2.878,4799;2.878,4799
SP500;24-apr-2020;2.836,7397;+38,9431;+1,3919%;2.836,7397;2.836,7397;2.836,7397
SP500;23-apr-2020;2.797,7966;-1,5182;-0,0542%;2.797,7966;2.797,7966;2.797,7966
SP500;22-apr-2020;2.799,3148;+62,7516;+2,2931%;2.799,3148;2.799,3148;2.799,3148
SP500;21-apr-2020;2.736,5632;-86,5932;-3,0672%;2.736,5632;2.736,5632;2.736,5632
SP500;20-apr-2020;2.823,1564;-51,4082;-1,7884%;2.823,1564;2.823,1564;2.823,1564
SP500;17-apr-2020;2.874,5646;+75,0123;+2,6794%;2.874,5646;2.874,5646;2.874,5646
SP500;16-apr-2020;2.799,5523;+16,1902;+0,5817%;2.799,5523;2.799,5523;2.799,5523
SP500;15-apr-2020;2.783,3621;-62,6990;-2,2030%;2.783,3621;2.783,3621;2.783,3621
SP500;14-apr-2020;2.846,0611;+84,4339;+3,0574%;2.846,0611;2.846,0611;2.846,0611
SP500;13-apr-2020;2.761,6272;-28,1901;-1,0105%;2.761,6272;2.761,6272;2.761,6272
SP500;09-apr-2020;2.789,8173;+39,8396;+1,4487%;2.789,8173;2.789,8173;2.789,8173
SP500;08-apr-2020;2.749,9777;+90,5671;+3,4055%;2.749,9777;2.749,9777;2.749,9777
SP500;07-apr-2020;2.659,4106;-4,2732;-0,1604%;2.659,4106;2.659,4106;2.659,4106
SP500;06-apr-2020;2.663,6838;+175,0354;+7,0334%;2.663,6838;2.663,6838;2.663,6838
SP500;03-apr-2020;2.488,6484;-38,2544;-1,5139%;2.488,6484;2.488,6484;2.488,6484
SP500;02-apr-2020;2.526,9028;+56,3984;+2,2829%;2.526,9028;2.526,9028;2.526,9028
SP500;01-apr-2020;2.470,5044;-114,0864;-4,4141%;2.470,5044;2.470,5044;2.470,5044
SP500;31-mrt-2020;2.584,5908;-42,0550;-1,6011%;2.584,5908;2.584,5908;2.584,5908
SP500;30-mrt-2020;2.626,6458;+85,1761;+3,3515%;2.626,6458;2.626,6458;2.626,6458
SP500;27-mrt-2020;2.541,4697;-88,5975;-3,3686%;2.541,4697;2.541,4697;2.541,4697
SP500;26-mrt-2020;2.630,0672;+154,5089;+6,2414%;2.630,0672;2.630,0672;2.630,0672
SP500;25-mrt-2020;2.475,5583;+28,2279;+1,1534%;2.475,5583;2.475,5583;2.475,5583
SP500;24-mrt-2020;2.447,3304;+209,9350;+9,3830%;2.447,3304;2.447,3304;2.447,3304
SP500;23-mrt-2020;2.237,3954;-67,5209;-2,9294%;2.237,3954;2.237,3954;2.237,3954
SP500;20-mrt-2020;2.304,9163;-104,4703;-4,3360%;2.304,9163;2.304,9163;2.304,9163
SP500;19-mrt-2020;2.409,3866;+11,2914;+0,4708%;2.409,3866;2.409,3866;2.409,3866
SP500;18-mrt-2020;2.398,0952;-131,0990;-5,1834%;2.398,0952;2.398,0952;2.398,0952
SP500;17-mrt-2020;2.529,1942;+143,0603;+5,9955%;2.529,1942;2.529,1942;2.529,1942
SP500;16-mrt-2020;2.386,1339;-324,8878;-11,9840%;2.386,1339;2.386,1339;2.386,1339
SP500;13-mrt-2020;2.711,0217;+230,3806;+9,2871%;2.711,0217;2.711,0217;2.711,0217
SP500;12-mrt-2020;2.480,6411;-260,7425;-9,5113%;2.480,6411;2.480,6411;2.480,6411
SP500;11-mrt-2020;2.741,3836;-140,8419;-4,8866%;2.741,3836;2.741,3836;2.741,3836
SP500;10-mrt-2020;2.882,2255;+135,6659;+4,9395%;2.882,2255;2.882,2255;2.882,2255
SP500;09-mrt-2020;2.746,5596;-225,8123;-7,5970%;2.746,5596;2.746,5596;2.746,5596
SP500;06-mrt-2020;2.972,3719;-51,5684;-1,7053%;2.972,3719;2.972,3719;2.972,3719
SP500;05-mrt-2020;3.023,9403;-106,1766;-3,3921%;3.023,9403;3.023,9403;3.023,9403
SP500;04-mrt-2020;3.130,1169;+126,7517;+4,2203%;3.130,1169;3.130,1169;3.130,1169
